source_file,invoice_number,invoice_date,supplier_name,supplier_kvk,supplier_vat,supplier_iban,customer_name,customer_city,debtor_number,article_number,description,quantity,unit_size,total_units,unit_price,discount,line_total,vat_rate,invoice_total_ex_vat,invoice_vat_total,invoice_total_inc_vat,currency,canonical_product_name,product_id
"00000023-Factuur 87409.pdf","87409","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","242.02","21.78","239.9","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000023-Factuur 87409.pdf","87409","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9723","ZAANSE M AYONNAISE 80% 10KG","1","1","1","30.78","","30.78","9","242.02","21.78","239.9","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000023-Factuur 87409.pdf","87409","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -10","Embalage 0.20 x 24 {0.20 x 28}","1","-10","0","0","5","0","","242.02","21.78","239.9","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000023-Factuur 87409.pdf","87409","2026-04-15","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","CAFE UIT KIJKEN","Amsterdam","1269","02 -1","Embalage 0.30 x 24{0.50 x 18}","1","-1","0","0","3.9","0","","242.02","21.78","239.9","EUR","embalage_0_30_x_24_0_50_x_18","embalage_0_30_x_24_0_50_x_18"
"00000024-Factuur 87314.pdf","87314","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9347","PATAT LAM BW. 18 M M {F 69 }","12","1","12","19","","228","9","592.9","55.14","667.29","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000024-Factuur 87314.pdf","87314","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","10","1","10","13.48","","134.8","9","592.9","55.14","667.29","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000024-Factuur 87314.pdf","87314","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9723","ZAANSE M AYONNAISE 80% 10KG","2","1","2","30.78","","61.56","9","592.9","55.14","667.29","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000024-Factuur 87314.pdf","87314","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","9758","LEVO TOM ATEN KETCHUP 10 KG","2","1","2","24.19","","48.38","9","592.9","55.14","667.29","EUR","levo_tom_aten_ketchup_10_kg","levo_tom_aten_ketchup_10_kg"
"00000024-Factuur 87314.pdf","87314","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","3","1","3","10","3.6","10.8","9","592.9","55.14","667.29","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000024-Factuur 87314.pdf","87314","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","3","1","3","12.88","","38.64","9","592.9","55.14","667.29","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000024-Factuur 87314.pdf","87314","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","2","1","2","12.88","","25.76","9","592.9","55.14","667.29","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000024-Factuur 87314.pdf","87314","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","1013","FANTA ORANGE 24 X 0.33 CL {D}","2","1","2","12.88","","25.76","9","592.9","55.14","667.29","EUR","fanta_orange_24_x_0_33_cl_d","fanta_orange_24_x_0_33_cl_d"
"00000024-Factuur 87314.pdf","87314","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL 84 INGB 0007527163","FOUR ZIESOUN","Amsterdam","1432","220069","DRINKRIETJE PAPIER 100 st. 6mm/","5","1","5","1.69","","8.45","21","592.9","55.14","667.29","EUR","drinkrietje_papier_100_st_6mm","drinkrietje_papier_100_st_6mm"
"00000025-Factuur 87347.pdf","87347","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9346","PATAT LAM BWES. 9 M M (F64)","12","1","12","18","","216","9","605.8","54.52","667.52","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000025-Factuur 87347.pdf","87347","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","10","1","10","13.48","","134.8","9","605.8","54.52","667.52","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000025-Factuur 87347.pdf","87347","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","2","1","2","12.88","","25.76","9","605.8","54.52","667.52","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000025-Factuur 87347.pdf","87347","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","2","1","2","12.88","","25.76","9","605.8","54.52","667.52","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000025-Factuur 87347.pdf","87347","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1350","SPA BLAUW 24 X 0.50 CL","2","1","2","10","3.6","20","9","605.8","54.52","667.52","EUR","spa_blauw_24_x_0_50_cl","spa_blauw_24_x_0_50_cl"
"00000025-Factuur 87347.pdf","87347","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1134","LIPTON ICE TEA PEACH 24 X 0.33","2","1","2","16.5","","33","9","605.8","54.52","667.52","EUR","lipton_ice_tea_peach_24_x_0_33","lipton_ice_tea_peach_24_x_0_33"
"00000025-Factuur 87347.pdf","87347","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1013","FANTA ORANGE 24 X 0.33 CL {D}","4","1","4","12.88","","51.52","9","605.8","54.52","667.52","EUR","fanta_orange_24_x_0_33_cl_d","fanta_orange_24_x_0_33_cl_d"
"00000025-Factuur 87347.pdf","87347","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9723","ZAANSE M AYONNAISE 80% 10KG","2","1","2","30.78","","61.56","9","605.8","54.52","667.52","EUR","zaanse_m_ayonnaise_80_10kg","zaanse_m_ayonnaise_80_10kg"
"00000025-Factuur 87347.pdf","87347","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","605.8","54.52","667.52","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9346","PATAT LAM BWES. 9 M M (F64)","12","1","12","18","","216","9","527.18","52.94","580.12","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","9","1","9","13.48","","121.32","9","527.18","52.94","580.12","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1010","COCA COLA 24 X 0.33 CL {D}","3","1","3","12.88","","38.64","9","527.18","52.94","580.12","EUR","coca_cola_24_x_0_33_cl_d","coca_cola_24_x_0_33_cl_d"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1015","COCA COLA ZERO 24 X 0.33 CL B","3","1","3","12.88","","38.64","9","527.18","52.94","580.12","EUR","coca_cola_zero_24_x_0_33_cl_b","coca_cola_zero_24_x_0_33_cl_b"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1134","LIPTON ICE TEA PEACH 24 X 0.33","1","1","1","16.5","","16.5","9","527.18","52.94","580.12","EUR","lipton_ice_tea_peach_24_x_0_33","lipton_ice_tea_peach_24_x_0_33"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","1013","FANTA ORANGE 24 X 0.33 CL {D}","1","1","1","12.88","","12.88","9","527.18","52.94","580.12","EUR","fanta_orange_24_x_0_33_cl_d","fanta_orange_24_x_0_33_cl_d"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9500+","TORK ROL 6 ST HOOG WIT","2","1","2","14","","28","21","527.18","52.94","580.12","EUR","tork_rol_6_st_hoog_wit","tork_rol_6_st_hoog_wit"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","220069","DRINKRIETJE PAPIER 100 st. 6mm/","5","1","5","1.69","","8.45","21","527.18","52.94","580.12","EUR","drinkrietje_papier_100_st_6mm","drinkrietje_papier_100_st_6mm"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9841","SCHUURSPONS GROOT 10 ST","1","1","1","5.6","","5.6","21","527.18","52.94","580.12","EUR","schuurspons_groot_10_st","schuurspons_groot_10_st"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9542","GEEL DOEK 10 st","1","1","1","3.75","","3.75","21","527.18","52.94","580.12","EUR","geel_doek_10_st","geel_doek_10_st"
"00000026-Factuur 87383.pdf","87383","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","FOUR ZIESOUN","Amsterdam","1432","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","527.18","52.94","580.12","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","10","1","10","19","","190","9","1302.27","155","1457.27","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17700","COCA COLA KRAT 24 X 0.20 CL","8","1","8","13.59","5","40","9","1302.27","155","1457.27","EUR","coca_cola_krat_24_x_0_20_cl","coca_cola_krat_24_x_0_20_cl"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17744","COCA COLA ZERO KRAT 24 X 0.20","4","1","4","13.59","5","20","9","1302.27","155","1457.27","EUR","coca_cola_zero_krat_24_x_0_20","coca_cola_zero_krat_24_x_0_20"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17733","FANTA ORANGE 24 X 0.20 CL","2","1","2","13.89","5","10","9","1302.27","155","1457.27","EUR","fanta_orange_24_x_0_20_cl","fanta_orange_24_x_0_20_cl"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17777","SPRITE 24 X 0.20 CL","1","1","1","13.59","5","5","9","1302.27","155","1457.27","EUR","sprite_24_x_0_20_cl","sprite_24_x_0_20_cl"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4211","CHAUDFONTIANE BLAUW 24 X","5","1","5","8.88","5","25","9","1302.27","155","1457.27","EUR","chaudfontiane_blauw_24_x","chaudfontiane_blauw_24_x"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4220","CHAUDFONTIANE ROOD 24 X 25","1","1","1","8.88","5","5","9","1302.27","155","1457.27","EUR","chaudfontiane_rood_24_x_25","chaudfontiane_rood_24_x_25"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","00001","M INUTE M AID APPEL 24 X 0.33 CL","1","1","1","17.78","","","9","1302.27","155","1457.27","EUR","m_inute_m_aid_appel_24_x_0_33_cl","m_inute_m_aid_appel_24_x_0_33_cl"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","5449","M INUTE M AID ORANGE 24 X 0.20","1","1","1","17.87","5","5","9","1302.27","155","1457.27","EUR","m_inute_m_aid_orange_24_x_0_20","m_inute_m_aid_orange_24_x_0_20"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17702","FUZETEA GREEN 24 X 0.20 CL","1","1","1","15.86","5","5","9","1302.27","155","1457.27","EUR","fuzetea_green_24_x_0_20_cl","fuzetea_green_24_x_0_20_cl"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17703","FUZETEA PEACH 24 X 0.20 CL","1","1","1","15.86","5","5","9","1302.27","155","1457.27","EUR","fuzetea_peach_24_x_0_20_cl","fuzetea_peach_24_x_0_20_cl"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","3077","BIRRA PERONI NASTRO","1","1","1","21.8","3.9","3.9","21","1302.27","155","1457.27","EUR","birra_peroni_nastro","birra_peroni_nastro"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9336+-","NAARM AN HOUDBAAR M ELK12","1","1","1","14.8","","","9","1302.27","155","1457.27","EUR","naarm_an_houdbaar_m_elk12","naarm_an_houdbaar_m_elk12"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","06123","SLAGROOM SPUITBUS","1","1","1","8.64","","","9","1302.27","155","1457.27","EUR","slagroom_spuitbus","slagroom_spuitbus"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9342+","FRISIA FRITUUROLIE 10L","1","1","1","18.7","","","9","1302.27","155","1457.27","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","90495113","ROYAAL TONIC 24 X 0.20 CL","1","1","1","16.84","5","5","9","1302.27","155","1457.27","EUR","royaal_tonic_24_x_0_20_cl","royaal_tonic_24_x_0_20_cl"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9512","SERVETTEN 500 ST 33 CM","10","1","10","3","","","21","1302.27","155","1457.27","EUR","servetten_500_st_33_cm","servetten_500_st_33_cm"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2060+","M ORETTI BIRRA 20 LT","2","1","2","63","30","60","21","1302.27","155","1457.27","EUR","m_oretti_birra_20_lt","m_oretti_birra_20_lt"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2061","HEINEKEN BIER DAVID SE. 20 LT","2","1","2","61","30","60","21","1302.27","155","1457.27","EUR","heineken_bier_david_se_20_lt","heineken_bier_david_se_20_lt"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","03 -3","Embalage vust bier","1","1","-3","0","30","-90","","1302.27","155","1457.27","EUR","embalage_vust_bier","embalage_vust_bier"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","02 -1","Embalage 0.30 x 24{0.50 x 18}","1","1","-1","0","3.9","-3.9","","1302.27","155","1457.27","EUR","embalage_0_30_x_24_0_50_x_18","embalage_0_30_x_24_0_50_x_18"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -5","Embalage 0.20 x 24 {0.20 x 28}","1","1","-5","0","5","-25","","1302.27","155","1457.27","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","++","++","1","1","1","0","","","9","1302.27","155","1457.27","EUR","",""
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","++","++","1","1","1","0","","","9","1302.27","155","1457.27","EUR","",""
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","5-4-2026","5-4-2026","1","1","1","0","","","9","1302.27","155","1457.27","EUR","5_4_2026","5_4_2026"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9727","TRUFFEL M AYO 2.50 KG","2","1","2","16.6","","","9","1302.27","155","1457.27","EUR","truffel_m_ayo_2_50_kg","truffel_m_ayo_2_50_kg"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","1","1","1","19","","","9","1302.27","155","1457.27","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9347","PATAT LAM BW. 18 M M {F 69 }","10","1","10","19","","","9","1302.27","155","1457.27","EUR","patat_lam_bw_18_m_m_f_69","patat_lam_bw_18_m_m_f_69"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","8","1","8","13.48","","","9","1302.27","155","1457.27","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","220069","DRINKRIETJE PAPIER 100 st. 6mm/","25","1","25","1.69","","","21","1302.27","155","1457.27","EUR","drinkrietje_papier_100_st_6mm","drinkrietje_papier_100_st_6mm"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","03 -2","Embalage vust bier","1","1","-2","0","30","-60","","1302.27","155","1457.27","EUR","embalage_vust_bier","embalage_vust_bier"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -6","Embalage 0.20 x 24 {0.20 x 28}","1","1","-6","0","5","-30","","1302.27","155","1457.27","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000027-Factuur 87313.pdf","87313","2026-04-03","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","02 -1","Embalage 0.30 x 24{0.50 x 18}","1","1","-1","0","3.9","-3.9","","1302.27","155","1457.27","EUR","embalage_0_30_x_24_0_50_x_18","embalage_0_30_x_24_0_50_x_18"
"00000028-Factuur 87349.pdf","87349","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9346","PATAT LAM BWES. 9 M M (F64)","9","1","9","18","","162","9","406.32","36.57","432.89","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000028-Factuur 87349.pdf","87349","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","10","1","10","13.48","","134.8","9","406.32","36.57","432.89","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000028-Factuur 87349.pdf","87349","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9342+","FRISIA FRITUUROLIE 10L","2","1","2","18.7","","37.4","9","406.32","36.57","432.89","EUR","frisia_frituurolie_10l","frisia_frituurolie_10l"
"00000028-Factuur 87349.pdf","87349","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","4211","CHAUDFONTIANE BLAUW 24 X","2","1","2","8.88","5","10","9","406.32","36.57","432.89","EUR","chaudfontiane_blauw_24_x","chaudfontiane_blauw_24_x"
"00000028-Factuur 87349.pdf","87349","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17700","COCA COLA KRAT 24 X 0.20 CL","2","1","2","13.59","5","10","9","406.32","36.57","432.89","EUR","coca_cola_krat_24_x_0_20_cl","coca_cola_krat_24_x_0_20_cl"
"00000028-Factuur 87349.pdf","87349","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17744","COCA COLA ZERO KRAT 24 X 0.20","2","1","2","13.59","5","10","9","406.32","36.57","432.89","EUR","coca_cola_zero_krat_24_x_0_20","coca_cola_zero_krat_24_x_0_20"
"00000028-Factuur 87349.pdf","87349","2026-04-07","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","01 -8","Embalage 0.20 x 24 {0.20 x 28}","1","-8","-8","0","5","-40","9","406.32","36.57","432.89","EUR","embalage_0_20_x_24_0_20_x_28","embalage_0_20_x_24_0_20_x_28"
"00000029-Factuur 87382.pdf","87382","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","9346","PATAT LAM BWES. 9 M M (F64)","10","1","10","18","","180","9","503.02","38.51","463.83","EUR","patat_lam_bwes_9_m_m_f64","patat_lam_bwes_9_m_m_f64"
"00000029-Factuur 87382.pdf","87382","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","B1003","BRIOCHE HAM . BR. 80 GR 30 ST","10","1","10","13.48","","134.8","9","503.02","38.51","463.83","EUR","brioche_ham_br_80_gr_30_st","brioche_ham_br_80_gr_30_st"
"00000029-Factuur 87382.pdf","87382","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17700","COCA COLA KRAT 24 X 0.20 CL","5","1","5","13.59","5","25","9","503.02","38.51","463.83","EUR","coca_cola_krat_24_x_0_20_cl","coca_cola_krat_24_x_0_20_cl"
"00000029-Factuur 87382.pdf","87382","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","17744","COCA COLA ZERO KRAT 24 X 0.20","5","1","5","13.59","5","25","9","503.02","38.51","463.83","EUR","coca_cola_zero_krat_24_x_0_20","coca_cola_zero_krat_24_x_0_20"
"00000029-Factuur 87382.pdf","87382","2026-04-10","Horeca Groothandel","71286969","8586.52.158 B01","NL84INGB0007527163","CAFE UIT KIJKEN","Amsterdam","1269","2058","APPLE BANDIT KRAT 24 X 30 CL","2","1","2","23.4","3.9","7.8","21","503.02","38.51","463.83","EUR","apple_bandit_krat_24_x_30_cl","apple_bandit_krat_24_x_30_cl"
